Date,Adj Close,KO_Close(t),High,Low,Open,Volume,KO_Close(t-1),KO_Close(t-2),KO_Close(t-5),KO_Close(t-10),KO_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,KO_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,17.319215774536133,27.5049991607666,27.600000381469727,27.344999313354492,27.459999084472656,22090800,27.459999084472656,27.420000076293945,27.325000762939453,26.934999465942383,27.364999771118164,27.43599967956543,27.326499938964844,25.75970001220703,23.390324983596802,27.282023429954968,26.934461000161335,26.084222527276783,25.173147508208153,24.215198781138465,0.44922435860726456,27.833448755361502,26.036551320932446,0.48344209164000773,0.49508749756203757,0.0009089462736520127,0.3921393681602621,39.41665556136924,49.05549472670877,2.116204589292632,72.0578873782738,-10.074642799190373,89.92535720080963,994087.6853942871,1613447.8782649569,27.395000457763672,37.36469268798828,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,17.249956130981445,27.395000457763672,27.75,27.334999084472656,27.56999969482422,20656000,27.5049991607666,27.459999084472656,27.395000457763672,26.899999618530273,27.459999084472656,27.43599967956543,27.376000022888185,25.814200019836427,23.412549982070924,27.30256470773837,26.978321900885366,26.13562558337431,25.217144596318164,24.246838598816332,0.448187697102443,27.87612545524004,26.08337466683027,0.46194795604057504,0.4884595892577451,0.0023115668382769155,0.39377233582933935,39.90133848551868,48.50889308393427,1.8401518448067682,67.96096897080514,-24.48271416883052,75.51728583116947,-2272133.2092285156,1243392.536598912,27.03499984741211,37.740257263183594,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,17.023269653320312,27.03499984741211,27.075000762939453,26.59000015258789,26.795000076293945,26859600,27.395000457763672,27.5049991607666,27.399999618530273,27.15999984741211,27.56999969482422,27.362999725341798,27.363500022888182,25.860500030517578,23.43412498474121,27.253916551315413,26.983719800554578,26.17089516235618,25.253141730003193,24.27458149681231,0.42878476073964483,27.867819613032022,26.152680570073446,0.41112545973331294,0.47299276335285867,0.006296470780974682,0.42314576221122807,37.05688256750992,-9.897123810172623,-0.46023564323366667,56.61573850792445,-55.21236374240927,44.78763625759073,-9669472.393798828,204072.06703722256,27.03499984741211,37.74897003173828,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,17.023269653320312,27.03499984741211,27.344999313354492,26.850000381469727,26.90999984741211,16511200,27.03499984741211,27.395000457763672,27.420000076293945,27.405000686645508,26.795000076293945,27.28599967956543,27.326499938964844,25.910800018310546,23.45752498626709,27.214113514242083,26.98860361454101,26.20478162059367,25.288426049159806,24.30204834607201,0.3938590152668762,27.835218068680724,26.259782007613218,0.3666220741964743,0.4517186255215818,0.006205959494344519,0.42827813147362365,35.19805139951895,4.402058937259483,-1.350121620006747,56.61573850792445,-55.21236374240927,44.78763625759073,0.0,184636.63208129662,27.075000762939453,37.67911911010742,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,17.048460006713867,27.075000762939453,27.135000228881836,26.704999923706055,26.790000915527344,16361000,27.03499984741211,27.03499984741211,27.459999084472656,27.295000076293945,26.90999984741211,27.209000015258788,27.304500007629393,25.96770004272461,23.480574989318846,27.188820286732515,26.99683191438848,26.238907861469976,25.323803766264355,24.329639912408997,0.3353844886178311,27.763519049714912,26.421981095243584,0.3307676762345082,0.42752843566416715,0.0062095486900219645,0.4284011438809206,32.99911879919694,-11.193703454563162,-0.8060059085530628,57.529385370658574,-58.189597056105654,41.810402943894346,654454.9789428711,229381.2365443037,26.6200008392334,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,16.761959075927734,26.6200008392334,27.075000762939453,26.559999465942383,26.954999923706055,21709400,27.075000762939453,27.03499984741211,27.5049991607666,27.325000762939453,26.790000915527344,27.03200035095215,27.23400001525879,26.01890007019043,23.50057498931885,27.085398569005402,26.960943240564184,26.253852684127367,25.349471035036018,24.352429573372426,0.3236627163081614,27.746825516539662,26.452174651307015,0.26261090128222975,0.3945449287877797,0.008100592308721587,0.43458686910350275,30.776817264958982,-39.57926878084405,-2.5800545435381546,45.73185612765522,-94.95787005351794,5.042129946482065,-9877775.343704224,-733205.1044317465,26.614999771118164,37.670387268066406,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,16.758808135986328,26.614999771118164,27.149999618530273,26.354999542236328,26.540000915527344,21567600,26.6200008392334,27.075000762939453,27.395000457763672,27.395000457763672,26.954999923706055,26.876000213623048,27.15599994659424,26.06650005340576,23.522149991989135,26.999871514844084,26.927996243474087,26.268015314989754,25.37453101000794,24.374942709668407,0.3194830786020548,27.740966202980477,26.46303388857226,0.20582005619894517,0.3567999542700128,0.008560231298240486,0.4603306696171058,29.302879178232377,-47.50412965452735,-2.8472373557652473,45.62111642155182,-81.36199687714492,18.63800312285509,-107861.0366821289,-673648.5265508306,26.729999542236328,37.54812240600586,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,16.83121681213379,26.729999542236328,26.959999084472656,26.545000076293945,26.6200008392334,14735200,26.614999771118164,26.6200008392334,27.03499984741211,27.399999618530273,26.540000915527344,26.815000152587892,27.088999938964843,26.114100036621092,23.546474990844725,26.950803883460853,26.90913941478478,26.28613234350923,25.401371971042163,24.398376110987492,0.31435933335675226,27.73446865526941,26.477031321842404,0.1681540475625063,0.3190707729285115,0.00834046261218898,0.4570926938000776,27.934222383414813,-45.184672281316004,-2.44525578694108,48.69750983901161,-73.11828839101865,26.88171160898135,1694544.627380371,-448106.3214145256,26.7549991607666,36.98038101196289,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,16.846960067749023,26.7549991607666,27.0,26.614999771118164,26.625,16017200,26.729999542236328,26.614999771118164,27.03499984741211,27.420000076293945,26.6200008392334,26.75900001525879,27.02249984741211,26.16310001373291,23.57019998550415,26.91520302478917,26.894459390592573,26.304519277519326,25.428176469848587,24.421825096557434,0.3191090424896802,27.739218012500114,26.462781842541393,0.13872162805702715,0.28300094395421466,0.008413385902375491,0.4519432320202032,26.51633369187519,-41.63480409155786,-2.4252403854012847,49.36809957841543,-71.32620162924437,28.673798370755637,400423.8899230957,-367293.9203347522,27.045000076293945,36.15065002441406,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,17.029560089111328,27.045000076293945,27.05500030517578,26.575000762939453,26.760000228881836,14807000,26.7549991607666,26.729999542236328,27.075000762939453,27.459999084472656,26.625,26.75299987792969,26.98099994659424,26.210400009155272,23.59887498855591,26.93880248869913,26.90879659875461,26.33355774021637,25.46019277888711,24.447926340136902,0.29321038282060014,27.711670723679532,26.53882919239713,0.13721514303859195,0.2538437837710901,0.010238640866933053,0.4539472541784978,24.991880705633687,-30.73666312403334,-1.5112855863617762,56.47538936703007,-50.53761235578672,49.46238764421329,4294043.556213379,76642.98219364125,26.655000686645508,36.762020111083984,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
