Date,Adj Close,JNJ_Close(t),High,Low,Open,Volume,JNJ_Close(t-1),JNJ_Close(t-2),JNJ_Close(t-5),JNJ_Close(t-10),JNJ_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,JNJ_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,38.942230224609375,60.459999084472656,60.709999084472656,60.25,60.56999969482422,13911200,60.939998626708984,60.54999923706055,61.7400016784668,59.72999954223633,60.43000030517578,61.097998809814456,60.89899940490723,60.561199798583985,56.55814992904663,60.86403891053178,60.776311588235885,60.302211983071686,59.1995729847542,58.332683018088666,0.6431369827226889,62.06027375182233,59.48772582093158,0.13336783488553294,0.1507599248723549,0.014413903683071392,0.839619823977956,13.02869042768975,-37.6336166117215,1.2221656585149148,47.93117433190249,-67.05886972814685,32.94113027185316,-6677369.631958008,-2134956.31208032,61.15999984741211,37.36469268798828,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,39.39311599731445,61.15999984741211,61.470001220703125,60.41999816894531,60.61000061035156,11443300,60.459999084472656,60.939998626708984,62.529998779296875,59.81999969482422,60.56999969482422,60.8239990234375,61.032999420166014,60.58639976501465,56.560699920654294,60.917849989964566,60.81285332720505,60.33585072284975,59.238393318668216,58.36081552385308,0.6482792210643815,62.09505831242905,59.50194142817153,0.14831440742940316,0.15027082138376457,0.014063154314160947,0.8546471973908029,13.156775648736598,36.94986509119459,2.24005376032095,53.45617984564623,-46.470621234390606,53.529378765609394,8010318.730545044,-1168739.641354095,60.59000015258789,37.740257263183594,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,39.02598190307617,60.59000015258789,61.59000015258789,60.5099983215332,61.310001373291016,15725600,61.15999984741211,60.459999084472656,61.0099983215332,60.290000915527344,60.61000061035156,60.73999938964844,61.06299934387207,60.58379974365234,56.563399925231934,60.85824092862335,60.79162921533675,60.34581736715321,59.265157810429,58.38299646543253,0.6463369138112325,62.06667361399942,59.48132595875449,0.11286443126064682,0.14278954335914104,0.00964697827977894,0.8707439569382232,13.410583318041716,20.36505841142568,0.49759368469885656,48.9055273519198,-63.2353106171953,36.7646893828047,-8963587.200927734,-1911106.0755992034,60.310001373291016,37.74897003173828,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,38.84566116333008,60.310001373291016,61.08000183105469,60.279998779296875,60.599998474121094,12529900,60.59000015258789,61.15999984741211,60.54999923706055,60.709999084472656,61.310001373291016,60.69199981689453,61.0229995727539,60.585599746704105,56.566499938964846,60.75856100947201,60.74575989704668,60.3444128183743,59.28584778197082,58.402170643620174,0.6546182210698587,62.06023627429304,59.4417633900136,0.06146794410462775,0.1265252235082384,0.009258819850252276,0.8656910351396224,13.281504703156871,-27.486647551734347,-0.6588662777363558,46.79801846098539,-71.47056513592658,28.529434864073423,-3508356.704711914,-2063225.1831337472,60.939998626708984,37.67911911010742,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,39.25141143798828,60.939998626708984,61.2400016784668,60.040000915527344,60.150001525878906,9926600,60.310001373291016,60.59000015258789,60.939998626708984,60.939998626708984,60.599998474121094,60.69199981689453,61.0229995727539,60.59259971618653,56.575549926757816,60.79154966715146,60.76425882368119,60.36776912458351,59.318603244242865,58.4274226633524,0.6559169948800024,62.07383369221362,59.45016571269361,0.07075574282650621,0.11537132737189196,0.01016628392280755,0.889570301411039,12.78805794445262,0.3917957538764529,0.0,51.82807296031473,-52.941242468781205,47.058757531218795,6253730.735778809,-1271134.1432373133,60.540000915527344,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,38.99379348754883,60.540000915527344,61.04999923706055,60.119998931884766,60.86000061035156,10743900,60.939998626708984,60.310001373291016,60.459999084472656,61.7400016784668,60.150001525878906,60.70800018310547,60.90299949645996,60.59699974060059,56.583149929046634,60.74581353049252,60.74290092766654,60.374523312463666,59.34278933674354,58.44844334247852,0.6570714227660164,62.07214264716777,59.44385695610371,0.04531752563027425,0.10136056702356842,0.00992475449075671,0.8924581588228062,12.329857382798673,-25.55182424912998,-1.9436357795856365,48.68099254475915,-64.70587575312189,35.29412424687812,-4297535.409164429,-1559362.835230372,60.09000015258789,37.670387268066406,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,38.70393753051758,60.09000015258789,60.93000030517578,59.959999084472656,60.689998626708984,11809200,60.540000915527344,60.939998626708984,61.15999984741211,62.529998779296875,60.86000061035156,60.49400024414062,60.658999633789065,60.59719970703125,56.588349933624265,60.62657473450985,60.68071990146857,60.36336554148814,59.35758559052264,58.46477724108657,0.6616396324340271,62.02227905124501,59.375720521508896,-0.011026637314998311,0.07888312615585509,0.00797612023956689,0.8979969489571147,11.638697962243523,-59.71810820651442,-3.902124859015424,45.34508914412414,-95.32370694919184,4.676293050808153,-5314149.00970459,-1916961.5185136308,60.02000045776367,37.54812240600586,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,38.658843994140625,60.02000045776367,60.400001525878906,59.939998626708984,60.29999923706055,10269600,60.09000015258789,60.540000915527344,60.59000015258789,61.0099983215332,60.689998626708984,60.380000305175784,60.55999984741211,60.60119972229004,56.59674993515014,60.51628850237418,60.61779424016335,60.34990024408719,59.370702716606615,58.48025209896396,0.6760507191888208,62.005601232383995,59.301398355628706,-0.06062928607786944,0.050980643709110186,0.007292627113060997,0.8667116596866009,10.962552983144253,-85.89846355346332,-1.622681348968528,44.83045948509226,-97.14279486215334,2.8572051378466603,-718868.8659667969,-1802857.4563663134,59.56999969482422,36.98038101196289,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,38.36900329589844,59.56999969482422,60.099998474121094,59.5,60.02000045776367,13837000,60.02000045776367,60.09000015258789,60.310001373291016,60.54999923706055,60.29999923706055,60.23199996948242,60.46199989318848,60.59659973144531,56.60039993286133,60.34423599191055,60.518004283464386,60.31931590882198,59.374649191422805,58.49109535862426,0.715054925011128,62.017609659287395,59.157389959242884,-0.13469832490345368,0.013844849986597414,0.007667947834938303,0.8476607178604932,10.753478733477042,-131.62380271884345,-1.6184963742105294,41.56465264693625,-97.83951671107334,2.1604832889266694,-6226660.556793213,-2224172.0373593513,59.86000061035156,36.15065002441406,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,38.5557861328125,59.86000061035156,60.02000045776367,59.5099983215332,59.81999969482422,13954500,59.56999969482422,60.02000045776367,60.939998626708984,60.939998626708984,60.02000045776367,60.01600036621094,60.354000091552734,60.58639976501465,56.60994993209839,60.25619319526346,60.45533726697745,60.30130354417608,59.38426011060952,58.50471630640264,0.7122755838697579,62.01455093885768,59.16544860337865,-0.1680606233155828,-0.022536244673838628,0.005392110640137288,0.8235422477440629,10.559338358786063,-112.91930745047301,-1.7722317700940622,44.376836999692465,-88.88887580694346,11.111124193056549,4046817.7757263184,-1626934.9123035732,59.04999923706055,36.762020111083984,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
