Date,Adj Close,AAPL_Close(t),High,Low,Open,Volume,AAPL_Close(t-1),AAPL_Close(t-2),AAPL_Close(t-5),AAPL_Close(t-10),AAPL_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,AAPL_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,5.671555519104004,6.716071128845215,6.7985711097717285,6.708570957183838,6.762499809265137,431426800,6.805714130401611,6.831786155700684,6.802499771118164,6.603570938110352,6.772500038146973,6.790928649902344,6.7741070747375485,6.304942817687988,4.756067813634872,6.747395658222095,6.650946426567297,6.317042562936556,5.8096271384372535,5.0993264731417876,0.11317415298056206,6.904169679900638,6.45147306797839,0.14607777682612166,0.16310603228505177,0.007433077918941689,0.10858749693174206,27.287333873127245,17.16784854147625,1.7036265952048035,59.24243215120198,-36.74691319724514,63.25308680275485,-38674393.303871155,4476706.684893472,6.78071403503418,37.36470413208008,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,5.726144313812256,6.78071403503418,6.785714149475098,6.626786231994629,6.708929061889648,942230800,6.716071128845215,6.805714130401611,6.814642906188965,6.643570899963379,6.762499809265137,6.784142875671387,6.7878213882446286,6.322335681915283,4.773766028881073,6.753453544915201,6.663305246421286,6.335225757920777,5.828856581934223,5.116056697638229,0.11253146797049263,6.913312857739691,6.46318698585772,0.13922170380049081,0.15832916658813959,0.009190566808762067,0.11218324125665112,25.71891815034459,12.889450243228268,2.0642985095794906,62.39981923735427,-21.170307864481718,78.82969213551829,60908537.212753296,9851166.735165836,7.098570823669434,37.74025344848633,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,5.994566440582275,7.098570823669434,7.205357074737549,7.066071033477783,7.164286136627197,1141039200,6.78071403503418,6.716071128845215,6.786428928375244,6.786070823669434,6.708929061889648,6.846571254730224,6.8190713882446286,6.346649961471558,4.792369598150254,6.816202141052334,6.70475911092111,6.365160858538371,5.853999438206207,5.135783206354958,0.14253820842774012,6.99882632625642,6.42867349254546,0.157619661591192,0.1581872655887501,0.022890768819234245,0.13450179828855954,26.92053917605633,122.53768645440931,4.60502119886544,73.33733024909212,-14.204337153766625,85.79566284623338,362687055.8189392,43454584.74314425,7.318571090698242,37.74898147583008,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,6.180351257324219,7.318571090698242,7.4539289474487305,7.115356922149658,7.12571382522583,1193726800,7.098570823669434,6.78071403503418,6.831786155700684,6.794642925262451,7.164286136627197,6.943928241729736,6.871464204788208,6.376714239120483,4.812351738214493,6.907541950078862,6.763217394709407,6.402549495093661,5.883000857067436,5.157502488786235,0.1946529635839903,7.137734391103833,6.359122536767871,0.18778765937718944,0.16410734434643798,0.02472051888038159,0.15027725010932652,28.859110906507347,160.90543269257086,7.710900649213345,78.08828901749784,-13.852412897218793,86.14758710278122,262620214.7594452,64327501.88755387,7.32857084274292,37.67912292480469,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,6.18879508972168,7.32857084274292,7.423213958740234,7.232500076293945,7.310713768005371,791392000,7.318571090698242,7.098570823669434,6.805714130401611,6.759643077850342,7.12571382522583,7.048499584197998,6.9283569812774655,6.405207071304321,4.832742807865142,6.984092657835964,6.817060580236409,6.438864057746573,5.911626005298634,5.179105158974859,0.22868881758512571,7.243984638382226,6.329229368041723,0.21008122578998467,0.17330212063514733,0.02387563957054337,0.15316558099053815,30.659213227640432,153.0466575776614,8.416535582430559,78.27775577676955,-14.361797438536456,85.63820256146354,7913723.770141602,58954761.11446699,7.283570766448975,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,6.150794982910156,7.283570766448975,7.349999904632568,7.258213996887207,7.346428871154785,420786800,7.32857084274292,7.318571090698242,6.716071128845215,6.802499771118164,7.310713768005371,7.16199951171875,6.976464080810547,6.430578489303588,4.852607091665268,7.038543223038329,6.861490121780463,6.471989811029021,5.9387932282917095,5.200045115268134,0.24454358887256258,7.314212013713142,6.336037658222892,0.22156385748265794,0.18295446800464946,0.021918193907947157,0.14878131861588267,32.33073681154973,127.96442945487658,7.07197370844945,75.12945875747779,-20.59598395982115,79.40401604017885,-18935438.103485107,51536646.90323346,7.231429100036621,37.670379638671875,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,6.1067633628845215,7.231429100036621,7.3839287757873535,7.146429061889648,7.273929119110107,484338400,7.283570766448975,7.32857084274292,6.78071403503418,6.814642906188965,7.346428871154785,7.252142524719238,7.0181427001953125,6.4560784912109375,4.872589237689972,7.073613382492563,6.8967224054239065,6.50177174393128,5.964389978227252,5.22025789123598,0.25680306118816987,7.367891720177548,6.340679475424869,0.22387582792712823,0.19113873998914524,0.024388727401959503,0.15511834685029857,32.76916682390494,105.99904025555871,6.116038647735111,71.53910552598352,-26.89981344875375,73.10018655124625,-25254211.283493042,44223231.83783094,7.048929214477539,37.54810333251953,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,5.952646255493164,7.048929214477539,7.243214130401611,7.01607084274292,7.20214319229126,756551600,7.231429100036621,7.283570766448975,7.098570823669434,6.786428928375244,7.273929119110107,7.242214202880859,7.044392728805542,6.483064212799072,4.892001738548279,7.069125351944376,6.911218292000443,6.523228899638976,5.985866002707455,5.238453625795597,0.25414154374401277,7.383979436632007,6.3674132616559564,0.20857751386691792,0.1946264947646998,0.020497628020507138,0.1602629854794695,32.06094438895383,60.61028199479256,3.8680179056283253,60.619613105089584,-48.9637066741072,51.0362933258928,-138070580.4195404,26861916.384747956,6.871428966522217,36.98038864135742,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,5.8027520179748535,6.871428966522217,7.072143077850342,6.824999809265137,7.061070919036865,818386800,7.048929214477539,7.231429100036621,7.318571090698242,6.831786155700684,7.20214319229126,7.152785778045654,7.048357009887695,6.503349933624268,4.910696383714676,7.033180554594892,6.907428832431088,6.536883804222633,6.003401902981015,5.254702136648599,0.2469237852517553,7.382133207405366,6.394438066398345,0.18005513960830033,0.1917122237334199,0.012086033923918842,0.16646871998702203,30.077323749462153,8.348664401441578,0.5802700775177783,52.26392835385043,-70.4231531080729,29.576846891927104,-145263859.92336273,10468985.307785034,7.012499809265137,36.1506233215332,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,5.9218831062316895,7.012499809265137,7.028929233551025,6.862143039703369,6.964285850524902,570270400,6.871428966522217,7.048929214477539,7.32857084274292,6.805714130401611,7.061070919036865,7.089571571350097,7.069035577774048,6.526028509140015,4.930521383285522,7.029420419080392,6.917435592129569,6.555535412263516,6.023384039739116,5.272192660754237,0.22647669212237387,7.368899700963803,6.462992932474307,0.16691015418735766,0.18675180982420747,0.018764370523349286,0.16649139669135304,28.235390298505596,14.90897061941382,3.038412647098987,57.30132620255033,-53.36795330915162,46.632046690848384,80448525.91934204,17133703.46126665,6.732142925262451,36.762027740478516,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
