Date,Adj Close,NFLX_Close(t),High,Low,Open,Volume,NFLX_Close(t-1),NFLX_Close(t-2),NFLX_Close(t-5),NFLX_Close(t-10),NFLX_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,NFLX_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,6.998570919036865,6.998570919036865,7.121428966522217,6.861429214477539,7.079999923706055,8269100,7.192856788635254,6.867143154144287,6.7014288902282715,6.388570785522461,6.75428581237793,6.855999946594238,6.725,6.452228555679321,5.879957137107849,6.7874971172874226,6.667490580235781,6.474674200272543,6.255950272559181,5.872455854214198,0.19295082945393616,7.0534015587720695,6.281598240956324,0.13846511977235743,0.09613471189392812,0.032146234542219335,0.2208408357938166,19.5095600368615,105.45932102881382,9.548303587662575,62.604121333789166,-29.260943572053208,70.73905642794679,-1606569.2842960358,558048.2322581576,7.114285945892334,37.36469268798828,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,7.114285945892334,7.114285945892334,7.204286098480225,7.010000228881836,7.121428966522217,5580400,6.998570919036865,7.192856788635254,6.579999923706055,6.4885711669921875,7.079999923706055,6.9628571510314945,6.7875714778900145,6.465942850112915,5.894192852973938,6.846913267942861,6.71004251982212,6.499757013826261,6.272947018565778,5.884812372539353,0.21614025904206227,7.116209007769183,6.251647971600934,0.1567445787808266,0.10825668527130783,0.028310792427581964,0.21976043176878396,22.013154076857973,139.93055384909425,9.643336919585641,65.21975927478466,-17.04367359864029,82.95632640135972,645736.1358642578,566399.4611730243,6.994286060333252,37.740257263183594,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,6.994286060333252,6.994286060333252,7.248570919036865,6.96999979019165,7.227142810821533,7756000,7.114285945892334,6.998570919036865,6.6414289474487305,6.595714092254639,7.121428966522217,7.033428573608399,6.827428674697876,6.47497142791748,5.906349997520447,6.87370832110475,6.737113333204133,6.519150309767712,6.287230959986916,5.895851911721382,0.2252793615561739,7.143272961279157,6.242155515054462,0.15970718879949164,0.1185467859769446,0.0320446012522359,0.2239611958456719,24.453292528250273,128.4367104094589,6.042893347160957,60.49429927138866,-29.7133418214643,70.2866581785357,-930719.1123962402,423816.73988071334,6.835713863372803,37.74897003173828,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,6.835713863372803,6.835713863372803,7.070000171661377,6.825714111328125,7.005713939666748,6847400,6.994286060333252,7.114285945892334,6.867143154144287,6.607142925262451,7.227142810821533,7.027142715454102,6.850285768508911,6.479999980926514,5.916999995708466,6.866800237880759,6.746503859886863,6.531564566771833,6.298092007578715,5.90520377193682,0.2275375607418049,7.154932213387296,6.244781970420076,0.14755866311585208,0.1243491614047261,0.03181910258869801,0.22541297188049905,25.482098895450115,74.96126801090558,3.459452000597856,54.839829452369514,-46.455500495140974,53.54449950485902,-1085807.26146698,280043.0254666473,7.090000152587891,37.67911911010742,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,7.090000152587891,7.090000152587891,7.1028571128845215,6.794285774230957,6.867143154144287,8807400,6.835713863372803,6.994286060333252,7.192856788635254,6.57714319229126,7.005713939666748,7.0065713882446286,6.901571464538574,6.489571399688721,5.929085712432862,6.907382040554783,6.779217792525055,6.553464001509718,6.3137733569848375,5.916992790649766,0.24333986241439737,7.20803683199127,6.234677382333681,0.15664395337955028,0.13080811979969093,0.028073328800025523,0.2313528552214323,26.553045275796375,102.30567721646321,7.797564159736173,61.11642583897768,-21.069652602559497,78.9303473974405,2239601.063632965,466667.6005301061,7.841429233551025,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,7.841429233551025,7.841429233551025,8.214285850524902,7.104286193847656,7.115714073181152,50787800,7.090000152587891,6.835713863372803,6.998570919036865,6.7014288902282715,6.867143154144287,7.175143051147461,7.01557149887085,6.5141714000701905,5.944614288806915,7.077208802917736,6.88038078690848,6.6039724419819255,6.34402396840199,5.936141411972167,0.34723838267348206,7.477476781559428,6.088523250865499,0.2219200025988286,0.14903049635951848,0.05196102622127086,0.2951337725582594,29.634889785398606,298.865466412394,17.01130254452229,73.04060530615773,-21.67771293346097,78.32228706653903,38163429.878139496,4056835.436492905,7.881429195404053,37.670387268066406,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,7.881429195404053,7.881429195404053,8.10714340209961,7.860000133514404,7.965713977813721,11316200,7.841429233551025,7.090000152587891,7.114285945892334,6.579999923706055,7.115714073181152,7.328571701049805,7.14571442604065,6.5446857070922855,5.960978579521179,7.223430692460702,6.975718730574726,6.654068785253382,6.374467636263416,5.9554975093197475,0.42080751776269343,7.6903293633375815,6.007099292286807,0.2737240836723078,0.17396921382207636,0.052621044532259575,0.293032372271854,32.49660254431496,290.40549231591933,19.778560589480882,73.50636313841719,-19.999971348839342,80.00002865116066,452647.568321228,3713579.4490479836,7.748570919036865,37.54812240600586,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,7.748570919036865,7.748570919036865,7.9185709953308105,7.728570938110352,7.889999866485596,9258900,7.881429195404053,7.841429233551025,6.994286060333252,6.6414289474487305,7.965713977813721,7.479428672790528,7.256428623199463,6.576485710144043,5.977428579330445,7.318910733656367,7.049323700904453,6.6969904375586164,6.40167760225893,5.973339035784595,0.4617810759750305,7.829276473086535,5.9821521691864135,0.30059358288095694,0.19929408763385248,0.05261915073435008,0.2856729211967544,34.38924960519471,209.07747991666974,16.670237389401528,69.22829789387043,-27.98287233615834,72.01712766384166,-1230121.4950561523,3242750.7877047327,7.648571014404297,36.98038101196289,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,7.648571014404297,7.648571014404297,7.90571403503418,7.574285984039307,7.82714319229126,11095000,7.748570919036865,7.881429195404053,6.835713863372803,6.867143154144287,7.889999866485596,7.6420001029968265,7.334571409225464,6.605028553009033,5.993571434020996,7.378848966519627,7.106394873618724,6.734307322925114,6.426368560915273,5.990008010696235,0.4840565441277214,7.9264702554994,5.990244078988515,0.3102424165594275,0.2214837534189675,0.05070435102233363,0.2889411447537629,35.307902688845154,160.3525027903973,11.379227762106895,66.10953591036952,-34.25608603593628,65.74391396406372,-1109498.941898346,2828250.8134568203,7.902856826782227,36.15065002441406,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,7.902856826782227,7.902856826782227,7.9071431159973145,7.5714287757873535,7.670000076293945,9852500,7.648571014404297,7.748570919036865,7.090000152587891,7.192856788635254,7.82714319229126,7.804571437835693,7.405571413040161,6.634885692596436,6.011985719203949,7.474123122931008,7.182248392967629,6.780132793664609,6.45560595231858,6.009041332249329,0.5071083290818144,8.04900235800799,6.020569041680732,0.3345514260805773,0.2440972879512895,0.05047158331538395,0.29228208728634847,36.14546730177083,145.96817506857397,9.87090469073117,69.83140344846235,-18.858157414740923,81.14184258525907,2505350.9664535522,2797498.447075557,7.635714054107666,36.762020111083984,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
