Date,Adj Close,MSFT_Close(t),High,Low,Open,Volume,MSFT_Close(t-1),MSFT_Close(t-2),MSFT_Close(t-5),MSFT_Close(t-10),MSFT_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,MSFT_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,19.902456283569336,26.5,26.6299991607666,26.100000381469727,26.450000762939453,56500900,26.709999084472656,25.959999084472656,25.549999237060547,24.959999084472656,25.899999618530273,26.139999389648438,25.676999664306642,24.830999908447264,21.32629997730255,25.90266352972347,25.602879042992683,24.93238312380219,23.86833215973599,22.4974693781432,0.5085883643270276,26.626176362443115,24.591822905135007,0.36641918653586103,0.2773825157585152,0.013351743699019977,0.5163067978397329,28.471406304224224,98.1270522623434,6.1698756891596265,65.80487878210039,-9.210491092342492,90.7895089076575,-11865137.271881104,4708329.272072895,26.360000610351562,37.36469268798828,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,19.79731559753418,26.360000610351562,26.579999923706055,26.25,26.489999771118164,48143200,26.5,26.709999084472656,25.719999313354492,24.639999389648438,26.450000762939453,26.26799964904785,25.848999786376954,24.88699993133545,21.35644998073578,25.985815726201302,25.674985858931624,24.988368123274714,23.91767212905511,22.53590252473234,0.529494368455638,26.720988439364888,24.60301096554234,0.3817505319222221,0.2982561189912566,0.014533128605866499,0.5029991639730416,29.66338376005939,87.8573185745761,6.980524607584683,63.171508123605754,-15.350818487237488,84.64918151276251,-6740018.615722656,3618010.4256161763,26.3700008392334,37.740257263183594,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,19.80482292175293,26.3700008392334,26.510000228881836,25.940000534057617,26.420000076293945,54604700,26.360000610351562,26.5,25.809999465942383,25.110000610351562,26.489999771118164,26.379999923706055,25.974999809265135,24.945999946594238,21.38569998264313,26.05566756493441,25.741177761817507,25.042549798410352,23.966233093613095,22.574052756717425,0.5524358911100326,26.796871503747166,24.587127939307035,0.3902095754044197,0.31664681027388925,0.014680504063376553,0.5077849161766971,29.63982963703088,71.07896107578979,5.017921936498889,63.28453232433608,-14.912211722504049,85.08778827749595,546059.4980239868,3325443.6706073964,26.579999923706055,37.74897003173828,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,19.96254539489746,26.579999923706055,26.75,26.389999389648438,26.459999084472656,61672700,26.3700008392334,26.360000610351562,25.959999084472656,25.100000381469727,26.420000076293945,26.504000091552733,26.12299976348877,25.01499996185303,21.41479998111725,26.15100072107471,25.821065586759275,25.102841960186655,24.017990852624838,22.61391292753323,0.5870935624768863,26.90968688844254,24.561312638534996,0.40914226207456394,0.33514590063402416,0.014764005792936581,0.4986573622188331,30.038537402606725,104.24263698509768,5.896412429256174,65.66733033677514,-7.327590459309342,92.67240954069067,12951210.536956787,4242183.372164481,26.59000015258789,37.67911911010742,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,19.97005844116211,26.59000015258789,26.719999313354492,26.1299991607666,26.559999465942383,61600000,26.579999923706055,26.3700008392334,26.709999084472656,25.670000076293945,26.459999084472656,26.480000305175782,26.214999771118165,25.076199951171876,21.45019998073578,26.23081879953165,25.89429745017152,25.16116188930043,24.068921729851827,22.653475984498954,0.6162758928279577,27.0005515300712,24.53544795875937,0.4201107127716668,0.35213886306155273,0.006113712039771627,0.5051818472451944,29.553030454536714,91.4337544102942,3.5839504229045893,65.78121884987192,-7.174882522695742,92.82511747730425,616014.0991210938,3896833.9175889203,28.020000457763672,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,21.044036865234375,28.020000457763672,29.350000381469727,27.8799991607666,29.200000762939453,281761000,26.59000015258789,26.579999923706055,26.5,25.549999237060547,26.559999465942383,26.784000396728516,26.461999893188477,25.16419994354248,21.48969997882843,26.556124555573838,26.096745355656488,25.273273205710755,24.147160912582756,22.706874237964275,0.7925661598064971,27.476632125063436,24.306367485837445,0.5379907402233464,0.38930923849391147,0.024130544546497382,0.6662403030763832,31.79494256190964,267.99289270708005,9.66732404876303,77.3511253558477,-28.358204099294362,71.64179590070565,402918315.9866333,41898879.82892648,28.68000030517578,37.670387268066406,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,21.53972816467285,28.68000030517578,29.020000457763672,28.110000610351562,28.1299991607666,124149700,28.020000457763672,26.59000015258789,26.360000610351562,25.719999313354492,29.200000762939453,27.24800033569336,26.757999992370607,25.263999938964844,21.53549997806549,26.94228378277419,26.342769636563087,25.40687034686625,24.236920108475687,22.766308328185286,1.0078870270999956,28.049773878723915,24.018225770323934,0.6768654989579836,0.4468204905867259,0.022526284994966103,0.6900802814280701,33.8767180901845,240.08030997753485,11.508557818212614,80.60979350513952,-14.988811931209165,85.01118806879083,81938783.05625916,45712203.94581531,28.59000015258789,37.54812240600586,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,21.47212791442871,28.59000015258789,28.8799991607666,28.440000534057617,28.729999542236328,69685800,28.68000030517578,28.020000457763672,26.3700008392334,25.809999465942383,28.1299991607666,27.69200019836426,27.036000061035157,25.370799942016603,21.58109998226166,27.24186857728577,26.556791590470212,25.53169896669847,24.32311971330959,22.82425551051765,1.1550823771473548,28.48616458644803,23.86583507785861,0.7707774430711822,0.5116118810836172,0.023227347349248736,0.6722173060909925,35.80979536643972,204.90626102152635,10.77102186814789,78.94183659169039,-18.40193782876355,81.59806217123645,-6271732.6332092285,40761352.84305107,28.020000457763672,36.98038101196289,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,21.044036865234375,28.020000457763672,28.770000457763672,27.950000762939453,28.239999771118164,73542400,28.59000015258789,28.68000030517578,26.579999923706055,25.959999084472656,28.729999542236328,27.980000305175782,27.24200019836426,25.459599952697754,21.622099986076353,27.383347101009022,26.696144815926733,25.62927941732848,24.39632527260571,22.875954465216616,1.2199653194558142,28.73093052828541,23.85106925046215,0.7901013274123976,0.5673097703493734,0.02853742056260791,0.6827731910005087,36.42575516193886,148.94193870309243,7.935290623808826,69.17877661232066,-34.190218001540586,65.80978199845941,-41919145.556640625,32887019.66212805,28.219999313354492,36.15065002441406,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,21.194246292114258,28.219999313354492,28.40999984741211,27.850000381469727,28.06999969482422,65225500,28.020000457763672,28.59000015258789,26.59000015258789,26.709999084472656,28.239999771118164,28.3060001373291,27.393000221252443,25.55099994659424,21.66774998188019,27.535465685071834,26.841273815681756,25.730876275996167,24.472041590244302,22.92912904081998,1.2449968907897568,28.947993678582687,23.96800611542366,0.8121914437677447,0.6162861050330477,0.028068812558134155,0.6740036392106425,36.77029088922246,119.88225973533578,5.653314416471266,70.5548151202504,-29.50394492493363,70.49605507506637,13045025.35533905,30997305.918624334,27.729999542236328,36.762020111083984,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
