Date,Adj Close,IBM_Close(t),High,Low,Open,Volume,IBM_Close(t-1),IBM_Close(t-2),IBM_Close(t-5),IBM_Close(t-10),IBM_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,IBM_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-16 00:00:00+00:00,68.89453125,116.29063415527344,118.26004028320312,115.91778564453125,117.73422241210938,20100877,122.35181427001953,122.7055435180664,120.3919677734375,113.78585052490234,121.95028686523438,120.84703674316407,118.94168319702149,114.79082168579102,100.2076480102539,118.92675367975377,117.47290340475274,114.51202573299831,109.96521420185078,103.10297819197339,3.0992827494192765,123.06376592303289,110.6666349253558,1.7755320148528,1.488980870308292,0.024637759120338547,2.148568140684138,28.35301752462617,2.4339938491923507,2.2013138002803916,48.748882016485624,-61.409645602301715,38.590354397698285,-121835035.96135712,-6850790.1535331635,117.64818572998047,37.36469268798828,42.779998779296875,43.060001373291016,43.15999984741211,42.47999954223633,42.40800018310547,42.21400032043457,41.10499992370605,1087.6800537109375,1087.6800537109375,1096.56005859375,1071.489990234375,16,4,289,42,0,0,0,0,0,0,0,2009,10
2009-10-19 00:00:00+00:00,69.69882202148438,117.64818572998047,117.93498992919922,116.26194763183594,116.40535736083984,7859749,116.29063415527344,122.35181427001953,121.45315551757812,114.48374938964844,117.73422241210938,120.08604278564454,119.25812683105468,114.86214111328125,100.37825031280518,118.69428677979498,117.48959695953634,114.63501239954664,110.11735225191276,103.24770662518739,3.100132559575731,123.13668937452256,110.73615913621963,1.5689775390693654,1.504980204060507,0.025115253653245493,2.1146020090183626,26.567788080004664,15.13124236298123,2.7640921591079177,52.581581400163145,-48.89864186454645,51.10135813545356,10670014.631752014,-5182142.0787440995,117.41873931884766,37.740257263183594,43.209999084472656,42.779998779296875,43.060001373291016,42.56999969482422,42.60800018310547,42.24600028991699,41.171599884033206,1097.9100341796875,1097.9100341796875,1087.6800537109375,1076.18994140625,19,0,292,43,0,0,0,0,0,0,0,2009,10
2009-10-20 00:00:00+00:00,69.5628662109375,117.41873931884766,118.06883239746094,116.15679168701172,117.93498992919922,9184612,117.64818572998047,116.29063415527344,121.43403625488281,116.01338195800781,116.40535736083984,119.2829833984375,119.39866256713867,114.94091735839844,100.55033443450928,118.46236905962273,117.48284861280409,114.74417816108786,110.26193417403029,103.38871192562183,3.097676689716902,123.18961721915548,110.79891046028789,1.3709636059968915,1.4781768844477838,0.02502205969555089,2.1001333448348523,24.98117498373293,12.142733828255963,1.2113752199281,51.87547024170005,-51.013187610564714,48.986812389435286,-2107376.2610473633,-4889307.238963458,115.55449676513672,37.74897003173828,43.220001220703125,43.209999084472656,42.779998779296875,42.58000183105469,42.73600044250488,42.2745002746582,41.24399993896484,1091.06005859375,1091.06005859375,1097.9100341796875,1073.18994140625,20,1,293,43,0,0,0,0,0,0,0,2009,10
2009-10-21 00:00:00+00:00,68.45843505859375,115.55449676513672,118.65200805664062,115.54492950439453,116.806884765625,7500866,117.41873931884766,117.64818572998047,122.7055435180664,117.38050079345703,117.93498992919922,117.85277404785157,119.21606216430663,114.99980850219727,100.7015773010254,117.93366500607982,117.29919605588339,114.77595536124664,110.36673739365615,103.50976451108966,3.0964866215366134,123.18962737210154,110.80368088595509,1.0514864620572126,1.3928387999696696,0.02328285774015962,2.1720580025070837,23.24545837805122,-9.995150464929006,-1.5556280778980087,46.42091933211456,-68.19378390768391,31.806216092316085,-13983433.586883545,-5755414.510193942,117.2944564819336,37.67911911010742,43.13999938964844,43.220001220703125,43.209999084472656,43.15999984741211,42.844000244140624,42.309000205993655,41.32159996032715,1081.4000244140625,1081.4000244140625,1091.06005859375,1092.02001953125,21,2,294,43,0,0,0,0,0,0,0,2009,10
2009-10-22 00:00:00+00:00,69.4892578125,117.2944564819336,117.5908203125,115.04779815673828,115.43977355957031,6304242,115.55449676513672,117.41873931884766,122.35181427001953,116.91204833984375,116.806884765625,116.84130249023437,119.25430297851562,115.06481811523437,100.8684033203125,117.81744527441685,117.29874466788817,114.87472011107751,110.50391994985966,103.64692562522741,3.0799334097370377,123.24017306337056,110.92043942442241,0.9280013100306377,1.2998713019818635,0.026185649956825697,2.1985554420252718,21.92115979497198,-9.999171868424268,0.32709044749455357,51.542237631596834,-56.48852520434411,43.51147479565589,10969127.124938965,-4162601.021133665,115.06692504882812,37.82759475708008,43.310001373291016,43.13999938964844,43.220001220703125,43.060001373291016,42.95100021362305,42.37100028991699,41.39040000915527,1092.9100341796875,1092.9100341796875,1081.4000244140625,1096.56005859375,22,3,295,43,0,0,0,0,0,0,0,2009,10
2009-10-23 00:00:00+00:00,68.1695785522461,115.06692504882812,117.64818572998047,114.7227554321289,117.54302215576172,7111963,117.2944564819336,115.55449676513672,116.29063415527344,120.3919677734375,115.43977355957031,116.59656066894532,118.72179870605468,115.07973220825195,101.02700756072998,117.31735068794617,117.08619041845388,114.88225755961676,110.59427648647289,103.76055746028811,3.0993043681131116,123.2444983999225,110.84728092747007,0.6429833551178632,1.1684937126090635,0.015485400338872567,2.2504750745842927,20.880261330247748,-41.26884148920981,-4.423088037426578,45.540785342420264,-95.81879692279173,4.181203077208267,-15842121.133583069,-5274936.26993837,114.82791900634766,37.670387268066406,43.130001068115234,43.310001373291016,43.13999938964844,42.779998779296875,43.01600036621094,42.442500305175784,41.45120002746582,1079.5999755859375,1079.5999755859375,1092.9100341796875,1087.6800537109375,23,4,296,43,0,0,0,0,0,0,0,2009,10
2009-10-26 00:00:00+00:00,68.02799987792969,114.82791900634766,117.05545043945312,114.29254150390625,115.30592346191406,6839271,115.06692504882812,117.2944564819336,117.64818572998047,121.45315551757812,117.54302215576172,116.03250732421876,118.05927505493165,115.10917770385743,101.19627143859863,116.86472674583734,116.87111695063425,114.88012663595914,110.67811099181694,103.87068046074643,3.066081697085403,123.21533829041104,110.95101150206943,0.3932852348587801,1.013452017059007,0.01354556370462691,2.287077493224477,20.165417141827852,-56.81307272296931,-5.454972728371464,44.936197882057876,-93.81893068637149,6.181069313628512,-1634627.095161438,-4928240.158054853,115.34416961669922,37.54812240600586,42.9900016784668,43.130001068115234,43.310001373291016,43.209999084472656,43.058000564575195,42.471500396728516,41.518400039672855,1066.949951171875,1066.949951171875,1079.5999755859375,1097.9100341796875,26,0,299,44,0,0,0,0,0,0,0,2009,10
2009-10-27 00:00:00+00:00,68.33382415771484,115.34416961669922,116.76863861083984,113.9101333618164,114.89483642578125,9879888,114.82791900634766,115.06692504882812,117.41873931884766,121.43403625488281,115.30592346191406,115.61759338378906,117.45028839111328,115.18164428710938,101.3632886505127,116.58826181326677,116.72569339502138,114.89832439990974,110.77050819230966,103.98484453194995,2.9846013196541907,123.14033186599295,111.20192658737619,0.234353306309373,0.8576322749090801,0.014172970089598138,2.3278937614958317,19.725272179706327,-58.80368696747018,-5.0149585948055995,46.58569876251637,-84.14374074161557,15.856259258384428,5100498.210205078,-3973122.2182205743,116.15679168701172,36.98038101196289,42.34000015258789,42.9900016784668,43.130001068115234,43.220001220703125,43.034000396728516,42.47750034332275,41.595600051879885,1063.4100341796875,1063.4100341796875,1066.949951171875,1091.06005859375,27,1,300,44,0,0,0,0,0,0,0,2009,10
2009-10-28 00:00:00+00:00,68.81526947021484,116.15679168701172,116.32887268066406,114.59847259521484,115.17208099365234,9184298,115.34416961669922,114.82791900634766,115.55449676513672,122.7055435180664,114.89483642578125,115.73805236816406,116.79541320800782,115.25564056396485,101.53613761901856,116.5098126994022,116.67151227997283,114.94767605822747,110.87716727141266,104.10595843399037,2.921385751110305,123.10424496718643,111.4187019627452,0.17198784873794182,0.7205033896748525,0.012800664078381015,2.2852156417782163,19.316566143450622,-48.28997192136795,-5.3369649351583615,49.16703465125031,-75.15851029009323,24.841489709906767,7463363.255126953,-2883933.12552081,117.46653747558594,36.15065002441406,41.38999938964844,42.34000015258789,42.9900016784668,43.13999938964844,42.85700035095215,42.43450031280518,41.64280006408691,1042.6300048828125,1042.6300048828125,1063.4100341796875,1081.4000244140625,28,2,301,44,0,0,0,0,0,0,0,2009,10
2009-10-29 00:00:00+00:00,69.59117889404297,117.46653747558594,117.61949920654297,116.25238800048828,116.77820587158203,6599632,116.15679168701172,115.34416961669922,117.2944564819336,122.35181427001953,115.17208099365234,115.77246856689453,116.30688552856445,115.33785842895507,101.72581256866455,116.68376265870833,116.74722896526931,115.04645493733958,111.00764984971312,104.23889951898137,2.7183505178841636,122.93574621704273,112.06234414550609,0.22564719304843095,0.6215321503495682,0.011846378258926437,2.2264650616177186,17.95271564618239,-7.25377310093052,-3.992811078103202,53.10102591803517,-60.676541151937045,39.323458848062955,8643840.218139648,-1786049.9499340998,115.30592346191406,36.762020111083984,42.09000015258789,41.38999938964844,42.34000015258789,43.310001373291016,42.760000228881836,42.48900032043457,41.69860008239746,1066.1099853515625,1066.1099853515625,1042.6300048828125,1092.9100341796875,29,3,302,44,0,0,0,0,0,0,0,2009,10
